id,name,description,rarity,class,level
554109,Glyph of Scorch,"Mage Glyph of Scorch
Increases the damage of your Scorch spell by 20%. ID 554109",Rare,Mage,22
1013663,Improved Sinister Strike,"Rogue Improved Sinister Strike
Crossover Talent
Reduces the Energy cost of your Sinister Strike ability by 5.

This Mystic Enchant does not stack with the Improved Sinister Strike Talent. Requires 30 Assassination or 30 Subtlety Rogue Talents ID 1013663",Rare,Rogue,45
201080,TIMBERRR,"Druid TIMBERRR
Requires  Force of Nature
Increases the duration of your Treants summoned from Force of Nature by 100%. ID 201080",Epic,Druid,50
201473,Earthen Grace,"Shaman Earthen Grace
Increases your Nature healing done by 5% on allies affected by your Earthliving healing over time effect. ID 201473",Epic,Shaman,30
200804,Cursed Shadows,"Warlock Cursed Shadows
Dealing damage with Curse of Agony has a 30% chance to increase the damage of your next Shadow Bolt by 20% and to reduce its mana cost by 20%. Lasts for 12 sec. ID 200804",Epic,Warlock,15
201477,Elemental Equilibrium,"Shaman Elemental Equilibrium
Dealing direct damage with a Fire, Frost, and Nature spell within 10 seconds increases your damage with these schools by 8% for 10 sec. ID 201477",Epic,Shaman,20
1013617,Flame Throwing,"Mage Flame Throwing
Crossover Talent
Increases the range of all Fire spells except Frostfire Bolt by 6 yards.

This Mystic Enchant does not stack with the Flame Throwing Talent. Requires 30 Arcane or 30 Frost Mage Talents ID 1013617",Rare,Mage,45
200785,Faerie's Favor,"Druid Faerie's Favor
Using Faerie Fire (Feral) generates 20 energy and rage. ID 200785",Epic,Druid,15
554280,Glyph of Blocking,"Warrior Glyph of Blocking
Increases your block value by 10% for 10 sec after using your Shield Slam ability. ID 554280",Rare,Warrior,25
1013724,Healing Focus,"Shaman Healing Focus
Crossover Talent
Reduces the pushback suffered from damaging attacks while casting any Shaman healing spell by 70%.

This Mystic Enchant does not stack with the Healing Focus Talent. Requires 30 Elemental or 30 Enhancement Shaman Talents ID 1013724",Rare,Shaman,45
1013792,Master Summoner,"Warlock Master Summoner
Crossover Talent
Reduces the casting time of your Imp, Voidwalker, Succubus, Felhunter and Fel Guard Summoning spells by 4 sec and the Mana cost by 40%.

This Mystic Enchant does not stack with the Master Summoner Talent. Requires 30 Affliction or 30 Destruction Warlock Talents ID 1013792",Rare,Warlock,45
200093,Blood Horror,Warlock ID 200093,Artifact,Warlock,35
201555,Hunting Frenzy,"Hunter Hunting Frenzy
Increases the damage of your pet's special abilities by 10% while your Hunter's Mark is on the target.

After killing an opponent that yields experience or honor your pet's next 2 special abilities gains 100% critical strike chance and costs no Focus. ID 201555",Epic,Hunter,15
200606,Holy Ascension,Priest ID 200606,Legendary,Priest,30
1013849,Pursuit of Justice,"Paladin Pursuit of Justice
Crossover Talent
Reduces the duration of all Disarm effects by 50% and increases movement and mounted movement speed by 15%.  This does not stack with other movement speed increasing effects.

This Mystic Enchant does not stack with the Pursuit of Justice Talent. Requires 30 Holy or 30 Protection Paladin Talents ID 1013849",Rare,Paladin,45
1013943,Blood Spatter,"Rogue Blood Spatter
Crossover Talent
Increases the damage caused by your Garrote and Rupture abilities by 30%.

This Mystic Enchant does not stack with the Blood Spatter Talent. Requires 30 Combat or 30 Subtlety Rogue Talents ID 1013943",Rare,Rogue,45
200708,Lone Wolf,"Hunter Lone Wolf
Increases your damage done by 10% as well as your ranged and melee attack speed by 15% while you do not have a pet active. ID 200708",Epic,Hunter,15
1013646,Commanding Presence,"Warrior Commanding Presence
Crossover Talent
Increases the melee attack power bonus of your Battle Shout and the health bonus of your Commanding Shout by 25%.

This Mystic Enchant does not stack with the Commanding Presence Talent. Requires 30 Arms or 30 Protection Warrior Talents ID 1013646",Rare,Warrior,45
554169,Glyph of Revenge,"Warrior Glyph of Revenge
After using Revenge, your next Heroic Strike costs no rage. ID 554169",Rare,Warrior,14
200085,Smoke Bomb,Rogue ID 200085,Artifact,Rogue,35
201040,Spot Weakness,"Hunter Spot Weakness
Your ranged attacks have a 25% chance on targets above 20% health to grant you Spot Weakness. This effect can only trigger once every 15 seconds.


 Spot Weakness
Allows the usage of your next Kill Shot regardless of the target's health state but deals 30% reduced damage if used on target's above 20% health. ID 201040",Epic,Hunter,36
200903,Flame On!,"Mage Flame On!
Your Fireball, Scorch, Frostfire Bolt and Pyroblast casts increases the critical strike chance of your next Fire Blast by 33% and reduces its mana cost by 33%, stacking up to 3 times. ID 200903",Epic,Mage,15
200100,Solar Beam,Druid ID 200100,Artifact,Druid,35
554078,Glyph of Smite,"Priest Glyph of Smite
Your Smite spell inflicts an additional 20% damage against targets afflicted by Holy Fire. ID 554078",Rare,Priest,1
200457,Localized Storm,Druid ID 200457,Epic,Druid,40
554042,Glyph of Healing Wave,"Shaman Glyph of Healing Wave
Your Healing Wave also heals you for 20% of the healing effect when you heal someone else. ID 554042",Rare,Shaman,1
201596,Fatal Counter,"Rogue Fatal Counter
Increases the damage of Riposte by 10%.

Killing an opponent that yields experience or honor allows one use of Riposte for 10 sec. ID 201596",Epic,Rogue,20
1013661,Dual Wield Specialization,"Rogue Dual Wield Specialization
Crossover Talent
Increases the damage done by your off-hand weapon by 50%.

This Mystic Enchant does not stack with the Dual Wield Specialization Talent. Requires 30 Assassination or 30 Subtlety Rogue Talents ID 1013661",Rare,Rogue,45
201072,Inferno,"Warlock Inferno
Enemies hit by your Hellfire have a 20% chance to trigger an additional Hellfire explosion, dealing 50% of the original damage. ID 201072",Epic,Warlock,30
201107,Charged Up,"Hunter Charged Up
Requires  Explosive Shot (Rank 1)
Transforms Explosive Shot into Explosive Shot (Charged Up).

This ability scales from your Explosive Shot modifiers.

 Explosive Shot (Charged Up)
You fire an explosive charge into the enemy target, dealing 273-301 Fire damage. The charge will blast the target every second for an additional 2 sec when active on a target it makes your attacks bypass 25% armor.

Useable whilst in melee range. ID 201107",Epic,Hunter,60
554110,Glyph of Ice Block,Mage ID 554110,Rare,Mage,30
554120,Glyph of Ice Armor,"Mage Glyph of Ice Armor
Your Ice Armor and Frost Armor spells grant an additional 50% armor and resistance. ID 554120",Rare,Mage,30
201448,Sinister Finisher,"Rogue Sinister Finisher
Using Sinister Strike grants Sinister Finisher.


 Sinister Finisher
Reduces the cost of your next Eviscerate by 10 and causes it to hit an additional nearby target for 15% of the damage dealt. Stacks up to 3 and lasts 12 seconds. ID 201448",Epic,Rogue,15
201528,Arcane Dominance,"Mage Arcane Dominance
Requires  Arcane Concentration (Rank 1)
Your Clearcasting effect also increases the critical strike chance of your next Arcane Missiles or Arcane Blast spell by 10%.

After killing an opponent that yields experience or honor you gain Clearcasting. ID 201528",Epic,Mage,15
1013856,Master of Elements,"Mage Master of Elements
Crossover Talent
Your spell criticals will refund 30% of their base mana cost.

This Mystic Enchant does not stack with the Master of Elements Talent. Requires 30 Arcane or 30 Frost Mage Talents ID 1013856",Rare,Mage,45
201261,Master of Arms,"Warrior Master of Arms
Requires  Mortal Strike (Rank 1)
After using Overpower, Slam or Execute your Mortal Strike deals 15% increased damage and increases your armor penetration rating by 4% of your Strength for 12 sec. Stacks up to 2 times. ID 201261",Epic,Warrior,40
201533,Shadow Reserves,"Priest Shadow Reserves
Your Spirit Tap effect also increases the damage of Shadow Word: Pain and Devouring Plague by 10%, and reduces their mana costs by 50%. ID 201533",Epic,Priest,15
200544,Blood Tracker: Deadly Bite,"Hunter Blood Tracker: Deadly Bite
Dealing damage with Mongoose Bite or Counterattack applies Deadly Bite.


 Deadly Bite
Bleeding for 263 damage over 12 sec and increases the damage taken of Raptor Strike by 10% per stack. Stacks up to 5 times. ID 200544",Legendary,Hunter,30
201171,Arctic Power Well,"Mage Arctic Power Well
Casting damaging Frost spells has a 15% chance to make your next non-Frost spell have no cost. ID 201171",Rare,Mage,45
554152,Glyph of Multi-Shot,Hunter ID 554152,Rare,Hunter,18
554128,Glyph of Eviscerate,"Rogue Glyph of Eviscerate
Increases the critical strike chance of Eviscerate by 10%. ID 554128",Rare,Rogue,1
1013773,Destructive Reach,"Warlock Destructive Reach
Crossover Talent
Increases the range of your Destruction spells by 20% and reduces threat caused by Destruction spells by 20%.

This Mystic Enchant does not stack with the Destructive Reach Talent. Requires 30 Affliction or 30 Demonology Warlock Talents ID 1013773",Rare,Warlock,45
201410,Gul'dan's Chosen,"Warlock Gul'dan's Chosen
Requires  Chaos Bolt (Rank 1)
Casting Chaos Bolt causes your Destruction spells to not consume Backdraft for 4 sec. ID 201410",Epic,Warlock,60
200557,Natural Energy,"Rogue Natural Energy
Requires  Mutilate (Rank 1)
While Envenom is active the energy cost of your Mutilate is reduced by 7. ID 200557",Epic,Rogue,40
200798,Flourishing Nourish,"Druid Flourishing Nature
Using Healing Touch or Nourish on an ally increases their healing taken from your healing over time effects by 20% for 5 sec, stacking up to 2 times. ID 200798",Epic,Druid,15
200626,Ambidextrous,"Warrior Ambidextrous
Your Heroic Strike also hits with your off-hand weapon, dealing 75% weapon damage. 

After using Heroic Strike you deal 5% increased damage with your off-hand attacks for 8 sec, stacking up to 3. ID 200626",Legendary,Warrior,30
1013692,Silent Resolve,"Priest Silent Resolve
Crossover Talent
Reduces the threat generated by your Holy and Discipline spells by 20% and reduces the chance your helpful spells and damage over time effects will be dispelled by 30%.

This Mystic Enchant does not stack with the Silent Resolve Talent. Requires 30 Holy or 30 Shadow Priest Talents ID 1013692",Rare,Priest,45
201012,Swift Favor,Paladin ID 201012,Epic,Paladin,30
200976,Baleful Hammer,"Paladin Baleful Hammer
Requires  Holy Shield (Rank 1)
Increases your armor by 10% while Holy Shield is active. Using Hammer of the Righteous increases the charges of your active Holy Shield by 4. ID 200976",Epic,Paladin,40
201531,Shadow Siphon,"Warlock Shadow Siphon
Your Shadowburn deals 25% more damage to targets below 35% health and restores 10% health when you gain a Soul Shard from Shadowburn. ID 201531",Epic,Warlock,20
201544,Twilight Reaper,"Warlock Twilight Reaper
Requires  Nightfall (Rank 1)
The Shadow Trance effect from Nightfall also reduces the mana cost of your Shadow Bolt by 100%.

Shadow Trance also makes the Shadow Bolt heal you for 50% of the damage dealt.

After killing an opponent that yields experience or honor you trigger Shadow Trance. ID 201544",Epic,Warlock,25
1013638,Improved Revenge,"Warrior Improved Revenge
Crossover Talent
Increases damage of your Revenge ability by 60% and causes Revenge to strike an additional target.

This Mystic Enchant does not stack with the Improved Revenge Talent. Requires 30 Arms or 30 Fury Warrior Talents ID 1013638",Rare,Warrior,45
200097,Earthen Spike,Shaman ID 200097,Epic,Shaman,15
1013755,Predatory Strikes,"Druid Predatory Strikes
Crossover Talent
Increases your melee attack power in Cat, Bear and Dire Bear Forms by 150% of your level and 20% of any attack power on your equipped weapon.  In addition, your finishing moves have a 20% chance per combo point to make your next Nature spell with a base casting time less than 10 sec. become an instant cast spell.

This Mystic Enchant does not stack with the Predatory Strikes Talent. Requires 30 Balance or 30 Restoration Druid Talents ID 1013755",Rare,Druid,45
201456,Nether Portal,Warlock ID 201456,Legendary,Warlock,30
1013779,Suppression,"Warlock Suppression
Crossover Talent
Increases your chance to hit with spells by 3%, and reduces the mana cost of your Affliction spells by 6%.

This Mystic Enchant does not stack with the Suppression Talent. Requires 30 Demonology or 30 Destruction Warlock Talents ID 1013779",Rare,Warlock,45
1013747,Omen of Clarity,"Druid Omen of Clarity
Crossover Talent
Each of the Druid's damage, healing spells and auto attacks has a chance of causing the caster to enter a Clearcasting state.  The Clearcasting state reduces the Mana, Rage or Energy cost of your next damage, healing spell or offensive ability by 100%.

This Mystic Enchant does not stack with the Omen of Clarity Talent. Requires 30 Balance or 30 Feral Druid Talents ID 1013747",Rare,Druid,45
554092,Glyph of Curse of Agony,"Warlock Glyph of Curse of Agony
Increases the duration of your Curse of Agony by 4 sec. ID 554092",Rare,Warlock,8
200579,Shadow of Death,"Rogue Shadow of Death
Using Ambush on a target affected by your Rupture triggers an additional 30% Shadow damage in a 10 yard radius around the target.

Hold SHIFT for more information ID 200579",Epic,Rogue,30
201460,Soul Erosion,"Warlock Soul Erosion
Dealing damage with Unstable Affliction and Curse of Agony has a 8% chance to increase the damage of your next Drain Soul by 200% (500% if the target is below 25% health). Drain Soul cast this way only lasts for 6 sec but is impervious to spell pushback.

In addition, using Drain Soul the duration of your Haunt, Unstable Affliction, and Shadow Embrace is not reduced on the target. ID 201460",Legendary,Warlock,50
201581,Shattered Renewal,"Priest Shattered Renewal
When your Power Word: Shield breaks from damage, it restores 7% base mana to you.  This can only occur once per second.

After killing an opponent that yields experience or honor your Weakened Soul is removed from you. ID 201581",Epic,Priest,15
200974,Holy Servitude,"Priest Holy Servitude
Your Greater Heal heals an additional 12% of its healing over 12 sec. This effect can stack up to 3 times. ID 200974",Epic,Priest,40
200310,Poison Bomb,Rogue ID 200310,Epic,Rogue,30
1013676,Improved Poisons,"Rogue Improved Poisons
Crossover Talent
Increases the chance to apply Deadly Poison to your target by 12% and the frequency of applying Instant Poison to your target by 30%.

This Mystic Enchant does not stack with the Improved Poisons Talent. Requires 30 Combat or 30 Subtlety Rogue Talents ID 1013676",Rare,Rogue,45
554173,Glyph of Mortal Strike,"Warrior Glyph of Mortal Strike
Increases the damage of your Mortal Strike ability by 10%. ID 554173",Rare,Warrior,40
200851,Low Tide,"Shaman Low Tide
Requires  Riptide (Rank 1)
Increases your chance to critically heal your Riptide target by 8%. ID 200851",Epic,Shaman,60
200585,Wacky Wizardry,"Mage Wacky Wizardry
Your damaging Mage spell casts have a 15% chance to cast an additional random Mage spell for free. ID 200585",Legendary,Mage,30
1013840,Improved Execute,"Warrior Improved Execute
Crossover Talent
Reduces the rage cost of your Execute ability by 5.

This Mystic Enchant does not stack with the Improved Execute Talent. Requires 30 Arms or 30 Protection Warrior Talents ID 1013840",Rare,Warrior,45
201453,Curseweaver,"Warlock Curseweaver
You can apply an additional Curse to the the same target.

Corruption deals 4% more damage per Curse that you have applied on the target. ID 201453",Epic,Warlock,15
1013725,Ancestral Healing,"Shaman Ancestral Healing
Crossover Talent
Reduces your target's physical damage taken by 10% for 15 sec after getting a critical effect from one of your healing spells.

This Mystic Enchant does not stack with the Ancestral Healing Talent. Requires 30 Elemental or 30 Enhancement Shaman Talents ID 1013725",Rare,Shaman,45
1013862,Shield Mastery,Warrior Requires 30 Arms or 30 Fury Warrior Talents ID 1013862,Rare,Warrior,45
1013821,Anticipation,"Paladin Anticipation
Crossover Talent
Increases your chance to dodge by 5%.

This Mystic Enchant does not stack with the Anticipation Talent. Requires 30 Holy or 30 Retribution Paladin Talents ID 1013821",Rare,Paladin,45
554172,Glyph of Execution,"Warrior Glyph of Execution
Your Execute ability deals damage as if you had 10 additional rage. ID 554172",Rare,Warrior,25
200353,Sunfire,Druid ID 200353,Legendary,Druid,30
200861,Words of Time,"Priest Words of Time
Requires  Borrowed Time (Rank 1)
The duration of your Borrowed Time is increased by 2 seconds and its charges can be stored up to 3 times. ID 200861",Epic,Priest,50
201452,Eternal Torment,"Warlock Eternal Torment
Requires  Haunt (Rank 1)
Casting Haunt on a target already affected by your Haunt makes it guaranteed to critically strike.

Your Haunt increases the damage of your Shadow damage-over-time effects by an additional 5%. ID 201452",Epic,Warlock,60
1013640,Puncture,"Warrior Puncture
Crossover Talent
Reduces the rage cost of your Sunder Armor and Devastate abilities by 3.

This Mystic Enchant does not stack with the Puncture Talent. Requires 30 Arms or 30 Fury Warrior Talents ID 1013640",Rare,Warrior,45
200126,Arcane Orb,Mage ID 200126,Legendary,Mage,30
1013741,Nature's Reach,"Druid Nature's Reach
Crossover Talent
Increases the range of your Balance spells and Faerie Fire (Feral) ability by 20%, and reduces the threat generated by your Balance spells by 30%.

This Mystic Enchant does not stack with the Nature's Reach Talent. Requires 30 Feral or 30 Restoration Druid Talents ID 1013741",Rare,Druid,45
201237,Faith Rekindled,"Priest Faith Rekindled
Each time your Renew heals a target they receive Faith.

 Faith
All healing received increased by 1% and healing received from your Renew increased by 5%. Stacks up to 3 times. Lasts 4 sec. ID 201237",Epic,Priest,15
554020,Glyph of Moonfire,"Druid Glyph of Moonfire
Increases the periodic damage of your Moonfire ability by 75%, but initial damage is decreased by 90%. ID 554020",Rare,Druid,4
1013956,Incineration,"Mage Incineration
Crossover Talent
Increases the critical strike chance of your Fire Blast, Scorch, Arcane Blast and Cone of Cold spells by 6%.

This Mystic Enchant does not stack with the Incineration Talent. Requires 30 Arcane or 30 Frost Mage Talents ID 1013956",Rare,Mage,45
1013954,Improved Fear,"Warlock Improved Fear
Crossover Talent
Causes your Fear spell to inflict a Nightmare on the target when the fear effect ends. The Nightmare effect reduces the target's movement speed by 30% for 5 sec.

This Mystic Enchant does not stack with the Improved Fear Talent. Requires 30 Demonology or 30 Destruction Warlock Talents ID 1013954",Rare,Warlock,45
554004,Glyph of Wrath,"Druid Glyph of Wrath
Reduces the pushback suffered from damaging attacks while casting Wrath by 50%. ID 554004",Rare,Druid,1
1013970,Genesis,"Druid Genesis
Crossover Talent
Increases the damage and healing done by your periodic spell damage and healing effects by 5%.

This Mystic Enchant does not stack with the Genesis Talent. Requires 30 Feral or 30 Restoration Druid Talents ID 1013970",Rare,Druid,45
1013643,Arcane Focus,"Mage Arcane Focus
Crossover Talent
Increases your chance to hit and reduces the mana cost of your Arcane spells by 3%.

This Mystic Enchant does not stack with the Arcane Focus Talent. Requires 30 Fire or 30 Frost Mage Talents ID 1013643",Rare,Mage,45
201468,Beastmaster's Gambit,"Hunter Beastmaster's Gambit
When you deal damage with Barbed Shot you have a 15% chance to restore a charge of it and increase the damage you deal with Barbed Shot by 30% for 6 sec. ID 201468",Epic,Hunter,35
1013704,Shadow Affinity,"Priest Shadow Affinity
Crossover Talent
Reduces the threat generated by your Shadow spells by 25%, and you receive 15% of your base mana when your Shadow Word: Pain or Vampiric Touch spells are dispelled.

This Mystic Enchant does not stack with the Shadow Affinity Talent. Requires 30 Discipline or 30 Holy Priest Talents ID 1013704",Rare,Priest,45
1013891,Marksmanship Mastery,"Hunter Marksmanship Mastery
Your attacks penetrate through 12% of the target's armor. ID 1013891",Legendary,Hunter,30
200886,Zany Zealot,"Priest Zany Zealot
Your damaging Priest spell casts have a 15% chance to cast an additional random Priest spell for free. ID 200886",Legendary,Priest,30
200620,Pure Shadow,"Warlock Pure Shadow
Casting offsensive Shadow spells increases the damage of Shadow Bolt by 1%, Shadow Crash by 5% and Shadowfury by 10%. Lasts for 15 sec and stacks up to 6 times. ID 200620",Epic,Warlock,15
202556,Celestial Power,"Druid Celestial Power
Your Starfire applies Star's Fury on targets not affected by your Moonfire. This effect does not stack with Moonfire.

Your Wrath applies Nature's Wrath on targets not affected by your Insect Swarm. This effect does not stack with Insect Swarm.

 Star's Fury
Increases the damage the target takes from your Starfire and Starsurge by 5%, stacking up to 3 times. Lasts 20 sec.

 Nature's Wrath
Increases the damage the target takes from your Wrath and Starsurge by 5%, stacking up to 3 times. Lasts 20 sec. ID 202556",Legendary,Druid,30
201511,Resurgent Waves,"Shaman Resurgent Waves
Your Lesser Healing Wave and Healing Wave has an additional 15% critical strike chance and restores 5% base mana when healing an ally below 50% health.

Healing Rain restores 6% base mana when healing an ally. This can only occur once per second. ID 201511",Epic,Shaman,15
201439,Glimmer of Light,"Paladin Glimmer of Light
Flash of Light leaves a Glimmer of Light on any friendly target healed, lasting for 15 sec.


 Glimmer of Light
Increases healing taken from the Paladin by 3%.

Healing any ally with Holy Shock also heals allies with your Glimmer of Light for 70% of the healing done. ID 201439",Legendary,Paladin,40
201225,Crackling Thunder,"Warrior Crackling Thunder
Your Thunder Clap electrifies the ground, dealing 19 Nature damage for 4 sec to nearby enemies and increasing your critical strike chance against them by 5%. 

This damage generates additional threat. ID 201225",Epic,Warrior,15
554064,Glyph of Fear Ward,Priest ID 554064,Rare,Priest,20
1013903,Light at the End of the Tunnel,"Priest Light at the End of the Tunnel
Increases the critical strike chance of your Holy Fire and Smite by 3%. In addition, consuming Surge of Light increases your spell haste by 1% for 18 sec, stacking up to 5 times. ID 1013903",Epic,Priest,15
200118,Air Ascendance,Shaman ID 200118,Legendary,Shaman,40
200858,Guardians of the Grove,"Druid Guardians of the Grove
Requires  Force of Nature
Your Treants now heal allies below 90% health using Rejuvenation and Regrowth, but no longer deals damage and their health is reduced by 50%. ID 200858",Legendary,Druid,50
200529,Blooming Power,"Druid Blooming Power
Casting Swiftmend grants you Nature's Grace  (if known) and increases the chance to critically heal with your next Regrowth or Nourish by 50%. ID 200529",Epic,Druid,40
200763,Demonic Siphon,"Warlock Demonic Siphon
When your Drain Life deals damage it also heals your summoned demon for 2% of its health and increases its damage by 3%, stacking up to 5 times. Lasts for 10 sec. ID 200763",Epic,Warlock,15
201446,Barrage Overload,"Mage Barrage Overload
Requires  Arcane Barrage (Rank 1)
Each stack of Arcane Blast empowers your Arcane Barrage to unleash bursts of pure arcane energy over a short duration, dealing 2 Arcane damage. 

Each Arcane Blast stack consumed by Arcane Barrage grants you a charge of Barrage Overload.


 Barrage Overload
Your Arcane Blast casts 20% faster but costs 40% more mana. Your Arcane Missile hits restore 2% mana. ID 201446",Legendary,Mage,60
554181,Glyph of Rending,"Warrior Glyph of Rending
Rend no longer costs rage and lasts for an additional 6 sec. ID 554181",Rare,Warrior,15
201223,Sinister Flurry,"Rogue Sinister Flurry
Your Sinister Strike has a 33% chance to trigger an additional strike which deals 75% weapon damage, awards an additional combo point and generates 10 energy. ID 201223",Legendary,Rogue,30
200142,Icy Veins,Mage Requires 30 Arcane Mage Talents ID 200142,Rare,Mage,45
1013688,Improved Mana Burn,"Priest Improved Mana Burn
Crossover Talent
Reduces the casting time of your Mana Burn spell by 1 sec.

This Mystic Enchant does not stack with the Improved Mana Burn Talent. Requires 30 Holy or 30 Shadow Priest Talents ID 1013688",Rare,Priest,45
554094,Glyph of Fear,"Warlock Glyph of Fear
Increases the damage your Fear target can take before the Fear effect is removed by 20%. ID 554094",Rare,Warlock,8
201019,Combat Rhythm,"Hunter Combat Rhythm
Using Mongoose Bite or Counterattack increases the damage done by your next Arcane Shot, Explosive Shot, or Quick Shot by 10% and reduces their mana costs by 50%. ID 201019",Epic,Hunter,15
201222,Deadly Aim,Hunter ID 201222,Epic,Hunter,20
1013732,Deflection,"Warrior Deflection
Crossover Talent
Increases your Parry chance by 5%.

This Mystic Enchant does not stack with the Deflection Talent. Requires 30 Fury or 30 Protection Warrior Talents ID 1013732",Rare,Warrior,45
200559,Booming Thunder,"Shaman Booming Thunder
Dealing damage with Lightning Bolt or Chain Lightning increases the damage, critical strike chance and critical strike damage bonus of your next Earth Shock by 6%. Stacks up to 15 times and lasts for 15 sec.

In addition, increases the chance to trigger Lightning Overload by an additional 20%. ID 200559",Legendary,Shaman,30
200091,Unending Resolve,Warlock ID 200091,Artifact,Warlock,35
201590,Heavy Thunder,"Warrior Heavy Thunder
Your Thunder Clap deals 40% more damage when using a single Two-Handed Weapon. ID 201590",Epic,Warrior,15
1013873,Frost Mastery,"Mage Frost Mastery
Increases your Frost damage done by 5% and the damage done by your Water Elemental by 10%. ID 1013873",Legendary,Mage,30
1013684,Serrated Blades,"Rogue Serrated Blades
Crossover Talent
Causes your attacks to ignore up to 9% of your target's Armor and increases the damage dealt by your Rupture ability by 30%.

This Mystic Enchant does not stack with the Serrated Blades Talent. Requires 30 Assassination or 30 Combat Rogue Talents ID 1013684",Rare,Rogue,45
1013608,Pushing the Limit,"Mage Pushing the Limit
Consuming Brain Freeze, Hot Streak or Missile Barrage increases Haste by 8% for 5 seconds. ID 1013608",Epic,Mage,50
200543,Deadly Instinct,"Hunter Deadly Instinct
Using Flanking Strike causes your next 3 Mongoose Bite or Counterattack abilities to deal 15% more damage. ID 200543",Epic,Hunter,35
200123,Ring of Frost,Mage ID 200123,Artifact,Mage,35
554034,Glyph of Holy Light,"Paladin Glyph of Holy Light
Your Holy Light grants 10% of its heal amount to up to 5 friendly targets within 8 yards of the initial target. ID 554034",Rare,Paladin,1
200318,Rain of Arrows,Hunter ID 200318,Epic,Hunter,40
201474,Hydromancer: Water Nova,"Shaman Hydromancer: Water Nova
Casting Frost Shock on an enemy leaves behind a pool of splashing water for 6 sec, dealing 148 Frost damage to nearby enemies over time.

Dealing damage with Lightning Bolt or Chain Lightning, electrifies the water, causing it to deal 495 Nature damage over 6 sec. ID 201474",Epic,Shaman,20
200098,Demonic Leap,Warlock ID 200098,Artifact,Warlock,35
1013959,Ice Floes,Mage Requires 30 Arcane or 30 Fire Mage Talents ID 1013959,Rare,Mage,45
1013977,Aggression,"Rogue Aggression
Crossover Talent
Increases the damage of your Sinister Strike, Backstab, and Eviscerate abilities by 15%.

This Mystic Enchant does not stack with the Aggression Talent. Requires 30 Assassination or 30 Subtlety Rogue Talents ID 1013977",Rare,Rogue,45
1013628,Magic Attunement,"Mage Magic Attunement
Crossover Talent
Increases the range of your Arcane spells by 6 yards and the effect of your Amplify Magic and Dampen Magic spells by 50%.

This Mystic Enchant does not stack with the Magic Attunement Talent. Requires 30 Fire or 30 Frost Mage Talents ID 1013628",Rare,Mage,45
554167,Glyph of Resonating Power,"Warrior Glyph of Resonating Power
Your Thunder Clap ability costs 5 less rage. ID 554167",Rare,Warrior,10
200116,Execution Sentence,Paladin ID 200116,Legendary,Paladin,30
1013721,Tidal Mastery,"Shaman Tidal Mastery
Crossover Talent
Increases the critical strike chance of your healing and lightning spells by 5%.

This Mystic Enchant does not stack with the Tidal Mastery Talent. Requires 30 Elemental or 30 Enhancement Shaman Talents ID 1013721",Rare,Shaman,45
201532,Revengeful Block,Warrior ID 201532,Epic,Warrior,16
1013855,Eye of the Storm,"Shaman Eye of the Storm
Crossover Talent
Reduces the pushback suffered from damaging attacks while casting Lightning Bolt, Chain Lightning, Lava Burst and Hex spells by 70%.

This Mystic Enchant does not stack with the Eye of the Storm Talent. Requires 30 Enhancement or 30 Restoration Shaman Talents ID 1013855",Rare,Shaman,45
201518,Nature's Abundance,"Druid Nature's Abundance
Reduces the mana cost of your Healing Touch by 12%.

Your effective periodic heals with Rejuvenation or Regrowth restore 2% of your base mana. This effect can only occur once every second. ID 201518",Epic,Druid,15
1013765,Shadow Reach,"Priest Shadow Reach
Crossover Talent
Increases the range of your offensive Shadow spells by 20%.

This Mystic Enchant does not stack with the Shadow Reach Talent. Requires 30 Discipline or 30 Holy Priest Talents ID 1013765",Rare,Priest,45
200807,Primordial Aftershocks,Shaman ID 200807,Epic,Shaman,40
200109,Astral Plane,Shaman ID 200109,Artifact,Shaman,35
201493,Capacitor Totem,Shaman ID 201493,Artifact,Shaman,35
201288,Centered,"Priest Centered
Casting Flash Heal, Greater Heal, Penance, Prayer of Healing, Circle of Healing and Binding Heal grants you Centered.

 Centered
Your Smite, Holy Fire, and Penance deal 2% increased damage and have 3% increased chance to hit. Stacks up to 5 times and lasts 10 sec. ID 201288",Epic,Priest,15
1013945,Improved Shields,"Shaman Improved Shields
Crossover Talent
Increases the damage done by your Lightning Shield orbs by 15%, increases the amount of mana gained from your Water Shield orbs by 15% and increases the amount of healing done by your Earth Shield orbs by 15%.

This Mystic Enchant does not stack with the Improved Shields Talent. Requires 30 Elemental or 30 Restoration Shaman Talents ID 1013945",Rare,Shaman,45
201563,Execution Verdict,"Paladin Execution Verdict
Requires  Holy Templar
Using Hammer of Wrath grants you a charge of Holy Power. Using Templar's Verdict while the target is below 35% health also grants you a charge of Holy Power.

In addition, Templar's Verdict has a 25% increased chance to critically strike on targets below 35% health. ID 201563",Epic,Paladin,30
201016,Clarity of the Mind,"Druid Clarity of the Mind
Your Omen of Clarity talent has an additional 5% chance to trigger. ID 201016",Epic,Druid,20
201602,Phantom Stab,Rogue ID 201602,Epic,Rogue,20
